constituency,ac_number,candidate,party,votes,turnout,reserved,region
Karaikudi,184,SEEMAN,NTK,30793,75.06,GEN,South
Karaikudi,184,NEWTON BABU. C,Puthiya Tamilagam,796,75.06,GEN,South
Karaikudi,184,VELU. K,IND,689,75.06,GEN,South
Karaikudi,184,KALIMUTHU. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,602,75.06,GEN,South
Karaikudi,184,KARUPPIAH. K,Republican Party of India (Athawale),590,75.06,GEN,South
Karaikudi,184,DINESH. K,IND,531,75.06,GEN,South
Karaikudi,184,NOTA,NOTA,519,75.06,GEN,South
Karaikudi,184,PRABU. G,IND,502,75.06,GEN,South
Karaikudi,184,MANIMARAN. R,IND,471,75.06,GEN,South
Karaikudi,184,KALIDASS. R,IND,469,75.06,GEN,South
Karaikudi,184,RANJITHKUMAR BALUSAMY,Bahujan Samaj Party,458,75.06,GEN,South
Karaikudi,184,PANDI. S,IND,361,75.06,GEN,South
Karaikudi,184,JEEVITHA. A,IND,321,75.06,GEN,South
Karaikudi,184,AZIZ ABDUL RAHMAN. J,Samaniya Makkal Nala Katchi,315,75.06,GEN,South
Karaikudi,184,SHANTHI. B,IND,263,75.06,GEN,South
Karaikudi,184,LAKSHMANAN. R,IND,258,75.06,GEN,South
Karaikudi,184,VEERAMANIKANDAN. V,IND,236,75.06,GEN,South
Karaikudi,184,RAMU. M,IND,216,75.06,GEN,South
Karaikudi,184,SURESH. V,IND,216,75.06,GEN,South
Karaikudi,184,MUTHUKUMAR. K,IND,175,75.06,GEN,South
Karaikudi,184,SELVI. K,IND,169,75.06,GEN,South
Karaikudi,184,UDHUMAN ALI. M.S,IND,166,75.06,GEN,South
Karaikudi,184,RAMANATHAN. S.V,IND,157,75.06,GEN,South
Tiruppattur,185,SEENIVASA SETHUPATHY. R,TVK,83375,78.29,GEN,South
Tiruppattur,185,PERIAKARUPPAN. KR,DMK,83374,78.29,GEN,South
Tiruppattur,185,THIRUMARAN. K.C,BJP,29054,78.29,GEN,South
Tiruppattur,185,RAMYA MOHAN,NTK,15291,78.29,GEN,South
Tiruppattur,185,RAJA. K.P.M,IND,753,78.29,GEN,South
Tiruppattur,185,NOTA,NOTA,747,78.29,GEN,South
Tiruppattur,185,UMADEVI. S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,611,78.29,GEN,South
Tiruppattur,185,VISHWANATHAN. S,IND,496,78.29,GEN,South
Tiruppattur,185,SHANMUGAM. M,IND,383,78.29,GEN,South
Tiruppattur,185,DR.VINAYAGA MEYYARASU. T,IND,380,78.29,GEN,South
Tiruppattur,185,MARIMUTHU. S,IND,350,78.29,GEN,South
Tiruppattur,185,BAKIYALAKSHMI. M,IND,266,78.29,GEN,South
Tiruppattur,185,PIRAMAN. P,IND,223,78.29,GEN,South
Tiruppattur,185,MALLIKA. A,IND,143,78.29,GEN,South
Tiruppattur,185,SETHU. P,IND,135,78.29,GEN,South
Tiruppattur,185,PANCHAVARNAM. M,IND,129,78.29,GEN,South
Sivaganga,186,KULANTHAI RANI A,TVK,73737,77.2,GEN,South
Sivaganga,186,SENTHILNATHAN PR,AIADMK,58656,77.2,GEN,South
Sivaganga,186,KARUNAAS S,DMK,57300,77.2,GEN,South
Sivaganga,186,INDHUJA R,NTK,19021,77.2,GEN,South
Sivaganga,186,MURUGANANTHAM GURU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1186,77.2,GEN,South
Sivaganga,186,NOTA,NOTA,1053,77.2,GEN,South
Sivaganga,186,MARIMUTHU K,Bahujan Samaj Party,447,77.2,GEN,South
Sivaganga,186,KARTHIK M,IND,369,77.2,GEN,South
Sivaganga,186,RAJAMANICKAM M,Desiya Makkal Sakthi Katchi,319,77.2,GEN,South
Sivaganga,186,PAULSAMY,IND,282,77.2,GEN,South
Sivaganga,186,PRABAKARAN S.T,IND,282,77.2,GEN,South
Sivaganga,186,NAGAPRABU,IND,264,77.2,GEN,South
Sivaganga,186,RAJESH X,Tamizhaga Vaazhvurimai Katchi,263,77.2,GEN,South
Sivaganga,186,RAJKUMAR C,Party for the Rights of Other backward Classes,223,77.2,GEN,South
Sivaganga,186,KALEESWARAN M,IND,210,77.2,GEN,South
Sivaganga,186,RAMESH K,IND,195,77.2,GEN,South
Sivaganga,186,SANTHANAM,IND,161,77.2,GEN,South
Sivaganga,186,IRUDAYARAJ V,IND,99,77.2,GEN,South
Manamadurai,187,ELANGOVAN.D,TVK,69971,80.61,SC,South
Manamadurai,187,TAMILARASI.A,DMK,68763,80.61,SC,South
Manamadurai,187,BALAGANAPATHY.V,BJP,42610,80.61,SC,South
Manamadurai,187,SHANMUGAPRIYA.M,NTK,19676,80.61,SC,South
Manamadurai,187,ARUMUGAM.V,Republican Party of India,1692,80.61,SC,South
Manamadurai,187,THILAGARAJ.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1686,80.61,SC,South
Manamadurai,187,NOTA,NOTA,846,80.61,SC,South
Manamadurai,187,RAJAMANIKKAM.A,Puthiya Tamilagam,706,80.61,SC,South
Manamadurai,187,BHARATHIDASAN.S,IND,612,80.61,SC,South
Manamadurai,187,ARUNPANDIAN.A,Tamizhaga Vaazhvurimai Katchi,484,80.61,SC,South
Manamadurai,187,VEERAPANDI.V,IND,428,80.61,SC,South
Manamadurai,187,RAJU.J.M,IND,328,80.61,SC,South
Manamadurai,187,SATHISH.T,IND,317,80.61,SC,South
Manamadurai,187,SHANKARGANESAN.S,IND,263,80.61,SC,South
Manamadurai,187,KARUPPUSAMI.V,IND,261,80.61,SC,South
Melur,188,P.VISWANATHAN,INC,60080,82.94,GEN,South
Melur,188,A.MADURAIVEERAN,TVK,57356,82.94,GEN,South
Melur,188,P.PERIYAPULLAN (A) SELVAM,AIADMK,56744,82.94,GEN,South
Melur,188,KOTTAIKUMAR,NTK,9570,82.94,GEN,South
Melur,188,SONIAGANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2628,82.94,GEN,South
Melur,188,M.MURUGAN,IND,2170,82.94,GEN,South
Melur,188,NOTA,NOTA,554,82.94,GEN,South
Melur,188,M.PANNEERSELVAM,Puthiya Tamilagam,423,82.94,GEN,South
Melur,188,C.RAMESH,IND,317,82.94,GEN,South
Melur,188,K.MEYYAR,Communist Party of India (Marxist-Leninist) (Liberation),276,82.94,GEN,South
Melur,188,C.MOHANRAM,IND,269,82.94,GEN,South
Melur,188,K.MANIKANDAPRABU,IND,138,82.94,GEN,South
Melur,188,S.BOOPATHI,IND,116,82.94,GEN,South
Melur,188,K.SETHURAMAN,IND,85,82.94,GEN,South
Madurai East,189,KARTHIKEYAN S,TVK,118777,80.77,GEN,South
Madurai East,189,MOORTHY P,DMK,102230,80.77,GEN,South
Madurai East,189,MAHENDRAN K,AIADMK,31016,80.77,GEN,South
Madurai East,189,SELVAM K,NTK,13629,80.77,GEN,South
Madurai East,189,PRINCE S,Republican Party of India (Athawale),1591,80.77,GEN,South
Madurai East,189,NOTA,NOTA,1177,80.77,GEN,South
Madurai East,189,KARTHIKEYAN G,IND,750,80.77,GEN,South
Madurai East,189,BHARATHIRAJA A,Puthiya Tamilagam,594,80.77,GEN,South
Madurai East,189,MUGESHKUMAR M,IND,561,80.77,GEN,South
Madurai East,189,PITCHAI V,IND,240,80.77,GEN,South
Madurai East,189,ARUN PANDIAN A J,IND,217,80.77,GEN,South
Madurai East,189,ARASU S,IND,196,80.77,GEN,South
Madurai East,189,AJAY KANNAN A,IND,163,80.77,GEN,South
Madurai East,189,BOOMIRAJAN K,Tamizhaga Vaazhvurimai Katchi,159,80.77,GEN,South
Madurai East,189,VELLADURAI A,IND,145,80.77,GEN,South
Madurai East,189,CHANDRA MOULISWARAN A,IND,121,80.77,GEN,South
Sholavandan,190,KARUPPAIAH.M.V,TVK,63907,87.87,SC,South
Sholavandan,190,VENKATESAN.A,DMK,61229,87.87,SC,South
Sholavandan,190,MANICKAM.K,AIADMK,49494,87.87,SC,South
Sholavandan,190,NAGALAKSHMI THIRUMARAN.T,NTK,10430,87.87,SC,South
Sholavandan,190,BALAMURUGAN.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2091,87.87,SC,South
Sholavandan,190,NOTA,NOTA,571,87.87,SC,South
Sholavandan,190,RAGHU.K,Puthiya Tamilagam,265,87.87,SC,South
Sholavandan,190,BALAMURUGAN.R,IND,203,87.87,SC,South
Sholavandan,190,THANGAPANDI.P,Tamizhaga Vaazhvurimai Katchi,195,87.87,SC,South
Sholavandan,190,RANJITH KUMAR.S,IND,187,87.87,SC,South
Sholavandan,190,GUNASEKARAN.P,IND,186,87.87,SC,South
Sholavandan,190,BALAMURUGAN.C,IND,143,87.87,SC,South
Sholavandan,190,AJAY SUBASH.B,IND,72,87.87,SC,South
Sholavandan,190,RAMADOSS.C,Indhu Dravida Makkal Katchi,65,87.87,SC,South
Sholavandan,190,KRISHNASAMY.P,IND,42,87.87,SC,South
Madurai North,191,A.KALLANAI,TVK,72853,78.66,GEN,South
Madurai North,191,G.THALAPATHI,DMK,54815,78.66,GEN,South
Madurai North,191,P.SARAVANAN,AIADMK,24982,78.66,GEN,South
Madurai North,191,V THIRUNAVUKKARASU,NTK,7415,78.66,GEN,South
Madurai North,191,NOTA,NOTA,753,78.66,GEN,South
Madurai North,191,D.MOHAMED ISMAIL,IND,164,78.66,GEN,South
Madurai North,191,R RAJKUMAR,Naam Indiar Party,138,78.66,GEN,South
Madurai North,191,A.RAJANGAM,IND,135,78.66,GEN,South
Madurai North,191,M J VOLTAIRE,Socialist Unity Centre Of India (COMMUNIST),122,78.66,GEN,South
Madurai North,191,M.P.SANKARAPANDI,IND,122,78.66,GEN,South
Madurai North,191,P MUTHUSAMY,IND,101,78.66,GEN,South
Madurai North,191,C.SATHISHKUMAR,IND,94,78.66,GEN,South
Madurai North,191,J.KESAVARAJAH,IND,82,78.66,GEN,South
Madurai North,191,N.KUPPUSAMY,IND,25,78.66,GEN,South
Madurai South,192,M.M.GOPISON,TVK,62415,78.66,GEN,South
Madurai South,192,M.BOOMINATHAN,DMK,40886,78.66,GEN,South
Madurai South,192,RAAMA SREENIVASAN,BJP,31100,78.66,GEN,South
Madurai South,192,B.M.SUMATHY,NTK,5863,78.66,GEN,South
Madurai South,192,NOTA,NOTA,612,78.66,GEN,South
Madurai South,192,S.IRUTHYARAJ,Tamizhaga Vaazhvurimai Katchi,370,78.66,GEN,South
Madurai South,192,K.JEYA,IND,257,78.66,GEN,South
Madurai Central,193,MADHAR BADHURUDEEN,TVK,63414,74.46,GEN,South
Madurai Central,193,PALANIVEL THIAGA RAJAN,DMK,44286,74.46,GEN,South
Madurai Central,193,SUNDAR  C,AIADMK,33538,74.46,GEN,South
Madurai Central,193,ABDUL HAKEEM  K,NTK,5549,74.46,GEN,South
Madurai Central,193,NOTA,NOTA,656,74.46,GEN,South
Madurai Central,193,SAKKARAVARTHY P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,313,74.46,GEN,South
Madurai Central,193,RAMAR PANDI  T,Bahujan Samaj Party,268,74.46,GEN,South
Madurai Central,193,AVADAINATHAN  V,IND,145,74.46,GEN,South
Madurai Central,193,SALEEM,IND,105,74.46,GEN,South
Madurai Central,193,RAJENDRAN R,IND,92,74.46,GEN,South
Madurai Central,193,MANIVANNAN,IND,83,74.46,GEN,South
Madurai Central,193,GURU KARTHICK T,IND,72,74.46,GEN,South
Madurai Central,193,SIVAPERUMAL V,IND,65,74.46,GEN,South
Madurai West,194,THANGAPANDI SR,TVK,88250,78.66,GEN,South
Madurai West,194,BALAJI R,DMK,76319,78.66,GEN,South
Madurai West,194,SELLUR K RAJU,AIADMK,38961,78.66,GEN,South
Madurai West,194,VIGNESHKUMAR S,NTK,10574,78.66,GEN,South
Madurai West,194,NOTA,NOTA,893,78.66,GEN,South
Madurai West,194,RAJKUMAR S,IND,257,78.66,GEN,South
Madurai West,194,MUTHUKUMAR S,IND,190,78.66,GEN,South
Madurai West,194,VENKATESAN M,IND,190,78.66,GEN,South
Madurai West,194,MADURAI VEERAN S,Tamizhaga Vaazhvurimai Katchi,170,78.66,GEN,South
Madurai West,194,ANANDH K,IND,130,78.66,GEN,South
Madurai West,194,THARMA PRABU V S,IND,126,78.66,GEN,South
Madurai West,194,MUTHUPANDI R,Vishwa Tamil Kazhagam,116,78.66,GEN,South
Madurai West,194,MUTHUKUMAR D,IND,89,78.66,GEN,South
Madurai West,194,RAHAMADULLAH S,IND,86,78.66,GEN,South
Madurai West,194,MANOJ KUMAR R,IND,52,78.66,GEN,South
Thiruparankundram,195,NIRMALKUMAR. R.,TVK,114316,82.11,GEN,South
Thiruparankundram,195,KIRUTHIGA THANGAPANDI,DMK,72763,82.11,GEN,South
Thiruparankundram,195,RAJANCHELLAPPA. V.V.,AIADMK,49865,82.11,GEN,South
Thiruparankundram,195,SATHYADEVI. T.,NTK,14350,82.11,GEN,South
Thiruparankundram,195,NOTA,NOTA,1148,82.11,GEN,South
Thiruparankundram,195,THANAPANDIAN. T.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1088,82.11,GEN,South
Thiruparankundram,195,SETHURAMAN. A.,Puthiya Tamilagam,368,82.11,GEN,South
Thiruparankundram,195,RAJ. P.,IND,353,82.11,GEN,South
Thiruparankundram,195,MOOKKAYEE. C.,Ezhuchi Tamilargal Munnetra Kazhagam,249,82.11,GEN,South
Thiruparankundram,195,CHELLADURAI. R,Naam Indiar Party,231,82.11,GEN,South
Thiruparankundram,195,SYED IBRAHIM. M.,Tamizhaga Vaazhvurimai Katchi,163,82.11,GEN,South
Thiruparankundram,195,RENGANATHAN DORAISAMY,Rashtriya Samaj Dal (R),140,82.11,GEN,South
Thiruparankundram,195,VALLARASAN. K.,IND,136,82.11,GEN,South
Thiruparankundram,195,UKKRA PANDIAN. S.,IND,122,82.11,GEN,South
Thiruparankundram,195,ARUMUGAM. G.,IND,108,82.11,GEN,South
Thiruparankundram,195,POUNRAJ. N.,IND,66,82.11,GEN,South
Thirumangalam,196,MANIMARAN.M,DMK,88291,88.06,GEN,South
Thirumangalam,196,UDHAYAKUMAR.R.B,AIADMK,64484,88.06,GEN,South
Thirumangalam,196,SATHISHKUMAR.N,TVK,60826,88.06,GEN,South
Thirumangalam,196,MUNISH.N,NTK,11139,88.06,GEN,South
Thirumangalam,196,JEEVITHA NACHIYAR.B,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2851,88.06,GEN,South
Thirumangalam,196,NOTA,NOTA,933,88.06,GEN,South
Thirumangalam,196,BHARATH.M,IND,924,88.06,GEN,South
Thirumangalam,196,VENGATESWARAN.B,IND,427,88.06,GEN,South
Thirumangalam,196,KALAISELVI.R,Ahila India Dhayaga Makkal Munnetra Katchi,283,88.06,GEN,South
Thirumangalam,196,MURUGAN.S,IND,253,88.06,GEN,South
Thirumangalam,196,ALAGAR.A,Ezhuchi Tamilargal Munnetra Kazhagam,133,88.06,GEN,South
Thirumangalam,196,AYYANAN.P,IND,112,88.06,GEN,South
Thirumangalam,196,SAKKARAVARTHY.P,IND,105,88.06,GEN,South
Thirumangalam,196,NAGOOR.M,IND,84,88.06,GEN,South
Thirumangalam,196,MUTHURAJA.M,IND,83,88.06,GEN,South
Thirumangalam,196,GIRISHKUMAR.A,IND,52,88.06,GEN,South
Usilampatti,197,VIJAY. M,TVK,65743,83.85,GEN,South
Usilampatti,197,MAHENDRAN. I,AIADMK,63938,83.85,GEN,South
Usilampatti,197,SARAVANAKUMAR. T,INC,59465,83.85,GEN,South
Usilampatti,197,AYYAPPAN. P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,16620,83.85,GEN,South
Usilampatti,197,ABIRAMI. D,NTK,15185,83.85,GEN,South
Usilampatti,197,VELLAIPANDI. V,Bahujan Samaj Party,724,83.85,GEN,South
Usilampatti,197,NOTA,NOTA,692,83.85,GEN,South
Usilampatti,197,PRAVEENA. S,IND,343,83.85,GEN,South
Usilampatti,197,THIAGARAJAN. O. V,IND,337,83.85,GEN,South
Usilampatti,197,MUTHU. N,IND,300,83.85,GEN,South
Usilampatti,197,THIRUMOORTHY. A,IND,270,83.85,GEN,South
Usilampatti,197,KIRANYA. S,IND,262,83.85,GEN,South
Usilampatti,197,DHANASEKARAN. T,IND,169,83.85,GEN,South
Andipatti,198,MAHARAJAN.A,DMK,74324,84.38,GEN,South
Andipatti,198,PANDI.V,TVK,64770,84.38,GEN,South
Andipatti,198,LOGIRAJAN.A,AIADMK,63343,84.38,GEN,South
Andipatti,198,GOMATHI .M,NTK,10346,84.38,GEN,South
Andipatti,198,NOTA,NOTA,1028,84.38,GEN,South
Andipatti,198,CHELLAPANDIYAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,586,84.38,GEN,South
Andipatti,198,ELAYARAJA.M,Puthiya Tamilagam,516,84.38,GEN,South
Andipatti,198,IRUMBORAI.G,Communist Party of India (Marxist-Leninist) Red Star,505,84.38,GEN,South
Andipatti,198,ESAKKIAMMAL.M,Bahujan Samaj Party,420,84.38,GEN,South
Andipatti,198,GOPAL.S,IND,232,84.38,GEN,South
Andipatti,198,PANDIDURAI.P,IND,220,84.38,GEN,South
Andipatti,198,GOPINATH.P,IND,183,84.38,GEN,South
Andipatti,198,NEELAKANNAN.T,IND,159,84.38,GEN,South
Andipatti,198,JAGADEESAN.P,IND,153,84.38,GEN,South
Andipatti,198,MOHAMMED RUKMAN.M,Tamizhaga Vaazhvurimai Katchi,148,84.38,GEN,South
Andipatti,198,PACKIARAJ.S,IND,133,84.38,GEN,South
Andipatti,198,VIJAYARAJ.R,IND,113,84.38,GEN,South
Andipatti,198,JEYAMURUGAN.M.P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,82,84.38,GEN,South
Andipatti,198,KARUPPAIYA,IND,68,84.38,GEN,South
Periyakulam,199,SABARI IYNGARAN G.,TVK,85656,79.35,SC,South
Periyakulam,199,SAKTHIVEL P.,VCK,66335,79.35,SC,South
Periyakulam,199,DR KATHIRKAMU K.,AMMK,44521,79.35,SC,South
Periyakulam,199,VIMALA R.,NTK,9610,79.35,SC,South
Periyakulam,199,NOTA,NOTA,1506,79.35,SC,South
Periyakulam,199,MARISAMY V.,Puthiya Tamilagam,1161,79.35,SC,South
Periyakulam,199,PALANICHAMY T.,IND,636,79.35,SC,South
Periyakulam,199,ABITHA M.,IND,390,79.35,SC,South
Periyakulam,199,DR. MOHANRAJ A.C. (P.T),IND,343,79.35,SC,South
Periyakulam,199,VAIRAMUTHU D.,IND,265,79.35,SC,South
Periyakulam,199,SELVARAJ R.,IND,255,79.35,SC,South
Periyakulam,199,RANJEETH KUMAR J.,Socialist Unity Centre Of India (COMMUNIST),240,79.35,SC,South
Periyakulam,199,KUMAR S.,IND,146,79.35,SC,South
Periyakulam,199,SANMUGAVEL K.,IND,145,79.35,SC,South
Bodinayakanur,200,PANNEERSELVAM.O,DMK,85206,83.63,GEN,South
Bodinayakanur,200,PRAKASH.S,TVK,78401,83.63,GEN,South
Bodinayakanur,200,NARAYANASAMY V.T.,AIADMK,41286,83.63,GEN,South
Bodinayakanur,200,KALAIARASU.S,NTK,11455,83.63,GEN,South
Bodinayakanur,200,NOTA,NOTA,931,83.63,GEN,South
Bodinayakanur,200,PADMANABHAN.N,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,659,83.63,GEN,South
Bodinayakanur,200,SELVAMURUGAN.P,IND,529,83.63,GEN,South
Bodinayakanur,200,NAGANANTHINI.V,IND,526,83.63,GEN,South
Bodinayakanur,200,DR.PANDIKUMAR.S,Communist Party of India (Marxist-Leninist) (Liberation),417,83.63,GEN,South
Bodinayakanur,200,BALASUBRAMANI.R,IND,279,83.63,GEN,South
Bodinayakanur,200,KARUPPAIAH.G,IND,201,83.63,GEN,South
Bodinayakanur,200,RAJA.M,Vishwa Tamil Kazhagam,189,83.63,GEN,South
Bodinayakanur,200,VELRAJ.K,IND,180,83.63,GEN,South
Bodinayakanur,200,SARAVANAKUMAR.V,IND,172,83.63,GEN,South
Bodinayakanur,200,CHANDRASEKARAN.S,IND,119,83.63,GEN,South
Bodinayakanur,200,GOWTHAM.R,IND,78,83.63,GEN,South
Cumbum,201,JEGANATHMISHRA PLA,TVK,85394,82.03,GEN,South
Cumbum,201,ERAMAKRISHNAN N,DMK,84643,82.03,GEN,South
Cumbum,201,JAKKAIYAN S.T.K.,AIADMK,27307,82.03,GEN,South
Cumbum,201,ANBUSELVI A,NTK,9599,82.03,GEN,South
Cumbum,201,NOTA,NOTA,667,82.03,GEN,South
Cumbum,201,MUTHU BAGAVATHI M.,Tamizhaga Vaazhvurimai Katchi,431,82.03,GEN,South
Cumbum,201,RAJAMOHAMMED T,IND,422,82.03,GEN,South
Cumbum,201,KATHIRAVAN S,New Generation People's Party,319,82.03,GEN,South
Cumbum,201,PRAKASH P.,IND,254,82.03,GEN,South
Cumbum,201,MUTHUSELVAM G.,IND,214,82.03,GEN,South
Cumbum,201,THASTHAKEER I,IND,196,82.03,GEN,South
Cumbum,201,ASHOK KUMAR A,IND,184,82.03,GEN,South
Cumbum,201,PRAKASH P.,IND,181,82.03,GEN,South
Cumbum,201,ARUNKUMAR A,IND,161,82.03,GEN,South
Cumbum,201,VINOTH KUMAR R,IND,154,82.03,GEN,South
Cumbum,201,SARAVANAN S.R.,IND,111,82.03,GEN,South
Cumbum,201,BALAN R,IND,106,82.03,GEN,South
Cumbum,201,RAJADURAI S,IND,98,82.03,GEN,South
Cumbum,201,NANTHAKUMAR A.,IND,71,82.03,GEN,South
Cumbum,201,SUBRAMANIYAM L R,IND,62,82.03,GEN,South
Rajapalayam,202,JEGADESHWARI. K,TVK,65548,85.36,GEN,South
Rajapalayam,202,THANGAPANDIAN. S,DMK,54943,85.36,GEN,South
Rajapalayam,202,PRISCILLA PANDIAN. J,BJP,36318,85.36,GEN,South
Rajapalayam,202,DR. KARTHIKEYAN. T.E.,NTK,16972,85.36,GEN,South
Rajapalayam,202,RAMADEVI. T,Puthiya Tamilagam,2544,85.36,GEN,South
Rajapalayam,202,HARISH. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1547,85.36,GEN,South
Rajapalayam,202,NASRIN BANU. T,Republican Party of India (Athawale),1240,85.36,GEN,South
Rajapalayam,202,NOTA,NOTA,753,85.36,GEN,South
Rajapalayam,202,MANMATHAN. M,IND,414,85.36,GEN,South
Rajapalayam,202,MUTHULAKSHMI. R,IND,351,85.36,GEN,South
Rajapalayam,202,THANGAPANDI. B,IND,304,85.36,GEN,South
Rajapalayam,202,SELVI. K,IND,298,85.36,GEN,South
Rajapalayam,202,JEGATHISHWARI. N,IND,292,85.36,GEN,South
Rajapalayam,202,ALAGUMURUGAN. S,IND,268,85.36,GEN,South
Rajapalayam,202,BALAMURUGAN. V,IND,203,85.36,GEN,South
Rajapalayam,202,SELVAKUMAR. A,IND,180,85.36,GEN,South
Rajapalayam,202,MURUGAN. D,IND,171,85.36,GEN,South
Rajapalayam,202,SAMUEL RAJ,IND,140,85.36,GEN,South
Rajapalayam,202,SHANMUGACHANDRA VELAVAN. C.C,IND,137,85.36,GEN,South
Rajapalayam,202,SARAVANAN. G,IND,119,85.36,GEN,South
Rajapalayam,202,VIJENDRAN. G,IND,108,85.36,GEN,South
Rajapalayam,202,GANESAN. K,IND,95,85.36,GEN,South
Rajapalayam,202,ALAGUPANDIAN. A,IND,75,85.36,GEN,South
Srivilliputhur,203,KARTHIK.A,TVK,65653,86.09,SC,South
Srivilliputhur,203,MAHALINGAM.P,CPI,57072,86.09,SC,South
Srivilliputhur,203,CHANDRAPRABHA.M,AIADMK,42839,86.09,SC,South
Srivilliputhur,203,KARIKALAPANDIYAN.A,NTK,13274,86.09,SC,South
Srivilliputhur,203,DR. SHYAM KRISHNASAMY,Puthiya Tamilagam,9522,86.09,SC,South
Srivilliputhur,203,CHANDRA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1726,86.09,SC,South
Srivilliputhur,203,NOTA,NOTA,873,86.09,SC,South
Srivilliputhur,203,DEVIALAKSHMI SARANYA.K,IND,509,86.09,SC,South
Srivilliputhur,203,MUTHURAJ.U,IND,443,86.09,SC,South
Srivilliputhur,203,ALAGURAJA T,IND,365,86.09,SC,South
Srivilliputhur,203,MURUGESAN.S,IND,341,86.09,SC,South
Srivilliputhur,203,PANDIYAMMAL.M,IND,340,86.09,SC,South
Srivilliputhur,203,SURYAPRAKASH.R,IND,235,86.09,SC,South
Srivilliputhur,203,SUDANDIRADOSS.M,IND,151,86.09,SC,South
Srivilliputhur,203,VARATHARAJAN.A,Naam Indiar Party,128,86.09,SC,South
Sattur,204,KADARKARAIRAJ. A,DMK,62060,86.48,GEN,South
Sattur,204,NAINAR NAGENTHRAN,BJP,56071,86.48,GEN,South
Sattur,204,AJITH. M,TVK,53498,86.48,GEN,South
Sattur,204,ESAKKIRAJA. K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,11602,86.48,GEN,South
Sattur,204,ANANDHARAJA. D.,NTK,9235,86.48,GEN,South
Sattur,204,VELMURUGAN. S,Puthiya Tamilagam,2343,86.48,GEN,South
Sattur,204,NOTA,NOTA,476,86.48,GEN,South
Sattur,204,MAYAKKANNAN. V,IND,462,86.48,GEN,South
Sattur,204,MANIVASAGAM.S,IND,456,86.48,GEN,South
Sattur,204,KAMALA VEL SELVAN. P,Bahujan Samaj Party,404,86.48,GEN,South
Sattur,204,RAMESH KUMAR. B,IND,340,86.48,GEN,South
Sattur,204,THANGA MARIAPPAN. J,IND,239,86.48,GEN,South
Sattur,204,MAHENDRAN. M,IND,231,86.48,GEN,South
Sattur,204,MAHESHKUMAR. M,IND,193,86.48,GEN,South
Sattur,204,SARAVANAN. P,IND,190,86.48,GEN,South
Sattur,204,VIJENDRAN. G,IND,190,86.48,GEN,South
Sattur,204,THANGA DURAI. P,Puthiya Makkal Tamil Desam Katchi,130,86.48,GEN,South
Sattur,204,MUTHARASAN. M,IND,126,86.48,GEN,South
Sattur,204,VENKATESAN. M,IND,123,86.48,GEN,South
Sattur,204,MUTHUKANNU. C,Tamilaga Makkal Nala Katchi,105,86.48,GEN,South
Sattur,204,NARMADA NANDHAKUMAR,IND,88,86.48,GEN,South
Sattur,204,AJITHKUMAR. S,IND,86,86.48,GEN,South
Sattur,204,KALIRAJ. M,IND,86,86.48,GEN,South
Sivakasi,205,KEERTHANA S,TVK,68709,84.74,GEN,South
Sivakasi,205,ASHOKAN G,INC,57039,84.74,GEN,South
Sivakasi,205,RAJENTHRABHALAJI K T,AIADMK,51078,84.74,GEN,South
Sivakasi,205,ESTHER MARY DIANA A,NTK,10191,84.74,GEN,South
Sivakasi,205,KANIPANDI M,Puthiya Tamilagam,2513,84.74,GEN,South
Sivakasi,205,GANESAN M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1729,84.74,GEN,South
Sivakasi,205,NOTA,NOTA,948,84.74,GEN,South
Sivakasi,205,SURESH K,Bahujan Samaj Party,229,84.74,GEN,South
Sivakasi,205,RAMESH P,IND,213,84.74,GEN,South
Sivakasi,205,NAGALAKSHMI V,IND,205,84.74,GEN,South
Sivakasi,205,VENKATESH V,IND,199,84.74,GEN,South
Sivakasi,205,CHINNADURAI ALIAS DIMITRO S,Communist Party of India (Marxist-Leninist) (Liberation),162,84.74,GEN,South
Sivakasi,205,MURUGAN M,IND,120,84.74,GEN,South
Sivakasi,205,GANESAN S,IND,102,84.74,GEN,South
Sivakasi,205,GANESAN V,IND,80,84.74,GEN,South
Virudhunagar,206,SELVAM P,TVK,63653,83.87,GEN,South
Virudhunagar,206,VIJAYAPRABHAKAR,DMDK,54262,83.87,GEN,South
Virudhunagar,206,GANESAN V.G.,AIADMK,34212,83.87,GEN,South
