constituency,ac_number,candidate,party,votes,turnout,reserved,region
Sholingur,39,V.SADHASIVAM,IND,234,90.85,GEN,North
Sholingur,39,S.SENTHILKUMAR,Vanchit Bahujan Aaghadi,197,90.85,GEN,North
Sholingur,39,A.PALANI,IND,183,90.85,GEN,North
Sholingur,39,V.HEMACHANDIRAN,IND,136,90.85,GEN,North
Sholingur,39,R.VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,133,90.85,GEN,North
Sholingur,39,A.ANANDAN,IND,133,90.85,GEN,North
Sholingur,39,S.ILAYARAJA,IND,124,90.85,GEN,North
Sholingur,39,R.SETHUPATHI,IND,103,90.85,GEN,North
Katpadi,40,DR M SUDHAKAR,TVK,69868,89.34,GEN,North
Katpadi,40,V. RAMU,AIADMK,63998,89.34,GEN,North
Katpadi,40,DURAIMURUGAN,DMK,62225,89.34,GEN,North
Katpadi,40,S. THIRUKKUMARAN,NTK,4625,89.34,GEN,North
Katpadi,40,NOTA,NOTA,745,89.34,GEN,North
Katpadi,40,J. RAMESH,Bahujan Samaj Party,407,89.34,GEN,North
Katpadi,40,D. RAMU,IND,323,89.34,GEN,North
Katpadi,40,INDU .W,Tamil Manila Murpokku Dravida Kazhagam,319,89.34,GEN,North
Katpadi,40,DHANANCHEZHIYAN,IND,215,89.34,GEN,North
Katpadi,40,V. CHANDRAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,187,89.34,GEN,North
Katpadi,40,M. SUTHAKAR,IND,145,89.34,GEN,North
Katpadi,40,S. BALAJI,Tamil Nadu Ilangyar Katchi,140,89.34,GEN,North
Katpadi,40,DHANASEKAR,IND,122,89.34,GEN,North
Katpadi,40,GANESAN .P,Indhu Dravida Makkal Katchi,79,89.34,GEN,North
Katpadi,40,SARAVANAN .D,IND,54,89.34,GEN,North
Katpadi,40,S. RAMAN,IND,45,89.34,GEN,North
Ranipet,41,THAHIRA,TVK,91149,89.13,GEN,North
Ranipet,41,R. GANDHI,DMK,85362,89.13,GEN,North
Ranipet,41,V.M. KARTHIKEYAN,BJP,32060,89.13,GEN,North
Ranipet,41,THAARIKHA SALMAN,NTK,7236,89.13,GEN,North
Ranipet,41,NOTA,NOTA,1209,89.13,GEN,North
Ranipet,41,A. NARESHKUMAR,IND,754,89.13,GEN,North
Ranipet,41,J.JENIFERJANET,Bahujan Samaj Party,620,89.13,GEN,North
Ranipet,41,K. SAKTHIVEL NATHAN,IND,533,89.13,GEN,North
Ranipet,41,J. HASSAIN,IND,517,89.13,GEN,North
Ranipet,41,N.VISWANATHAN,Tamizhaga Vaazhvurimai Katchi,370,89.13,GEN,North
Ranipet,41,V. DHARMENDIRAN,IND,356,89.13,GEN,North
Ranipet,41,S.MUNISAMY,Anti Corruption Dynamic Party,229,89.13,GEN,North
Ranipet,41,S.JAYAPRAKASH,IND,228,89.13,GEN,North
Ranipet,41,V. SURESH,IND,166,89.13,GEN,North
Ranipet,41,J. MOHAN,IND,155,89.13,GEN,North
Ranipet,41,N. SUGUMAR,IND,94,89.13,GEN,North
Arcot,42,S.M.SUKUMAR,AIADMK,105608,92.13,GEN,North
Arcot,42,G.VIJAY MOHAN,TVK,62888,92.13,GEN,North
Arcot,42,J.L.ESWARAPPAN,DMK,48840,92.13,GEN,North
Arcot,42,ARCHANA NARASIMMAN,NTK,5518,92.13,GEN,North
Arcot,42,NOTA,NOTA,656,92.13,GEN,North
Arcot,42,M.VASANTHAKUMAR,Bahujan Samaj Party,468,92.13,GEN,North
Arcot,42,K.MANIKANDAN,IND,397,92.13,GEN,North
Arcot,42,A.VIJAY,IND,369,92.13,GEN,North
Arcot,42,S.P.SHANMUGAM,Aanaithinthiya Jananayaka Pathukappu Kazhagam,252,92.13,GEN,North
Arcot,42,V.GANDHI,Vanchit Bahujan Aaghadi,197,92.13,GEN,North
Arcot,42,V.SEETHARAMAN,Anti Corruption Dynamic Party,168,92.13,GEN,North
Arcot,42,P.VENKATESAN,Tamizhaga Vaazhvurimai Katchi,151,92.13,GEN,North
Arcot,42,V.SHANTHI,IND,113,92.13,GEN,North
Arcot,42,ESWARAPPAN.M,IND,103,92.13,GEN,North
Arcot,42,R.INDHUMATHI,IND,58,92.13,GEN,North
Vellore,43,M.M.VINOTH KANNAN,TVK,73032,88.84,GEN,North
Vellore,43,P.KARTHIKEYAN,DMK,66255,88.84,GEN,North
Vellore,43,S R K APPU,AIADMK,45458,88.84,GEN,North
Vellore,43,A.SONIYA,NTK,3793,88.84,GEN,North
Vellore,43,NOTA,NOTA,757,88.84,GEN,North
Vellore,43,K.VIMALA,Naam Indiar Party,195,88.84,GEN,North
Vellore,43,U.VIJAYA KUMAR,IND,191,88.84,GEN,North
Vellore,43,S.M.IRSHAD,Tamizhaga Vaazhvurimai Katchi,135,88.84,GEN,North
Vellore,43,M.VINOTHKUMAR,Anna MGR Dravida Makkal Kalgam,131,88.84,GEN,North
Vellore,43,S.MADHAN KUMAR,IND,123,88.84,GEN,North
Vellore,43,S.GIRIDHARA PRASAD,Party for the Rights of Other backward Classes,103,88.84,GEN,North
Vellore,43,S.APPU,IND,103,88.84,GEN,North
Vellore,43,K.M.VINAAYAGAM,Viro Ke Vir Indian Party,88,88.84,GEN,North
Vellore,43,M.LOGANATHAN,IND,59,88.84,GEN,North
Vellore,43,K.MUNIYAPPAN,ALL PENSIONER'S PARTY,55,88.84,GEN,North
Vellore,43,S.RAJKAMAL,IND,49,88.84,GEN,North
Anaikattu,44,D.VELAZHAGAN,AIADMK,76302,90.94,GEN,North
Anaikattu,44,A.P.NANDAKUMAR,DMK,69221,90.94,GEN,North
Anaikattu,44,R.VELMURUGAN,TVK,63287,90.94,GEN,North
Anaikattu,44,M.RAVIKUMAR,NTK,4746,90.94,GEN,North
Anaikattu,44,NOTA,NOTA,1103,90.94,GEN,North
Anaikattu,44,R.SARAVANAN,Namadhu Makkal Katchi,351,90.94,GEN,North
Anaikattu,44,K.MANOHARAN,IND,319,90.94,GEN,North
Anaikattu,44,V.S.VENKATESH,Aanaithinthiya Jananayaka Pathukappu Kazhagam,217,90.94,GEN,North
Anaikattu,44,V.VINOTHKANNA,Tamizhaga Vaazhvurimai Katchi,192,90.94,GEN,North
Anaikattu,44,P.JAYASEELAN,Puthiya Tamilagam,166,90.94,GEN,North
Anaikattu,44,R.RAMESH,IND,152,90.94,GEN,North
Anaikattu,44,M.NANDHA KUMAR,IND,95,90.94,GEN,North
Anaikattu,44,S.SELVAMOORTHY,IND,90,90.94,GEN,North
Anaikattu,44,E.SURESH,IND,77,90.94,GEN,North
Kilvaithinankuppam,45,THENRAL KUMAR. E,TVK,74305,88.42,SC,North
Kilvaithinankuppam,45,JEGAN MOORTHY. M,AIADMK,54050,88.42,SC,North
Kilvaithinankuppam,45,DR. RAJESWARI. R,DMK,53898,88.42,SC,North
Kilvaithinankuppam,45,KALAIYENTHIRI. R,NTK,5183,88.42,SC,North
Kilvaithinankuppam,45,NOTA,NOTA,972,88.42,SC,North
Kilvaithinankuppam,45,ANANDALAI THANGARAJ. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,482,88.42,SC,North
Kilvaithinankuppam,45,JAYASHANKAR. J,IND,227,88.42,SC,North
Kilvaithinankuppam,45,RAJA. M,Tamizhaga Vaazhvurimai Katchi,202,88.42,SC,North
Kilvaithinankuppam,45,SATHISH. A,IND,157,88.42,SC,North
Kilvaithinankuppam,45,JAYA BHARATH. J,IND,157,88.42,SC,North
Kilvaithinankuppam,45,MURUGAN. K.P,IND,146,88.42,SC,North
Kilvaithinankuppam,45,KUMARESAN. L,IND,113,88.42,SC,North
Gudiyattam,46,K.SINDU,TVK,82858,91.12,SC,North
Gudiyattam,46,K.B.PRADAP,DMDK,72761,91.12,SC,North
Gudiyattam,46,PARITHA PURUSHOTHAMAN.G,AIADMK,64122,91.12,SC,North
Gudiyattam,46,J.EMALAN,NTK,5802,91.12,SC,North
Gudiyattam,46,NOTA,NOTA,799,91.12,SC,North
Gudiyattam,46,T.POOVARASAN,Bahujan Samaj Party,697,91.12,SC,North
Gudiyattam,46,SUBAKARAN.A,IND,519,91.12,SC,North
Gudiyattam,46,BHARATH  MATHIRUBAN,IND,400,91.12,SC,North
Gudiyattam,46,K.ASHA,Puthiya Tamilagam,383,91.12,SC,North
Gudiyattam,46,K.THABITHAL,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,351,91.12,SC,North
Gudiyattam,46,A.RAJESH,IND,227,91.12,SC,North
Gudiyattam,46,M.SUMATHI,IND,157,91.12,SC,North
Vaniyambadi,47,SYED FAROOQ BASHA SSB,IUML,73181,87.38,GEN,North
Vaniyambadi,47,SYED BHURHANUDEEN,TVK,70199,87.38,GEN,North
Vaniyambadi,47,SENDHIL KUMAR.G,AIADMK,61055,87.38,GEN,North
Vaniyambadi,47,MURUGESAN.G,NTK,4849,87.38,GEN,North
Vaniyambadi,47,NOTA,NOTA,624,87.38,GEN,North
Vaniyambadi,47,SUBRAMANI.P,Bahujan Samaj Party,609,87.38,GEN,North
Vaniyambadi,47,SUNDARAMMAL,Makkal Arasial Katchi,544,87.38,GEN,North
Vaniyambadi,47,ANBARASU.P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,231,87.38,GEN,North
Vaniyambadi,47,RAJESH.T,IND,213,87.38,GEN,North
Vaniyambadi,47,DEVENDRAN.J,Tamizhaga Vaazhvurimai Katchi,195,87.38,GEN,North
Vaniyambadi,47,MANOJ.S,IND,166,87.38,GEN,North
Vaniyambadi,47,NAVEEN.R,IND,159,87.38,GEN,North
Vaniyambadi,47,SRINIVASAN.A,IND,158,87.38,GEN,North
Vaniyambadi,47,MANJUNATH.K,IND,140,87.38,GEN,North
Vaniyambadi,47,ABDUL WAHID.A,IND,109,87.38,GEN,North
Vaniyambadi,47,SELVARAJ.M,IND,102,87.38,GEN,North
Ambur,48,VILWANATHAN. A.C.,DMK,74102,91.11,GEN,North
Ambur,48,IMTHIYAZ PANDARATTUDU ABDU,TVK,66971,91.11,GEN,North
Ambur,48,VENKATESAN. R,AIADMK,47100,91.11,GEN,North
Ambur,48,AFSHIA NASRIN. S,NTK,4185,91.11,GEN,North
Ambur,48,VISWANATHAN. J,IND,490,91.11,GEN,North
Ambur,48,NOTA,NOTA,468,91.11,GEN,North
Ambur,48,ASADULLAH. B,Indian National League,457,91.11,GEN,North
Ambur,48,WAZEER AHMED. J,Bahujan Samaj Party,384,91.11,GEN,North
Ambur,48,SRINATH,IND,231,91.11,GEN,North
Ambur,48,SASI REKA. Y,Makkal Arasial Katchi,194,91.11,GEN,North
Ambur,48,KUMARAVEL. P,IND,193,91.11,GEN,North
Ambur,48,VENKATESAN. M,IND,182,91.11,GEN,North
Ambur,48,KAREEM BASHA. A,All India Majlis-E-Inquilab-E-Millat,168,91.11,GEN,North
Ambur,48,MUSHTAQ AHMED KUTLAPPAI,IND,151,91.11,GEN,North
Ambur,48,FIRDOSE AHMED. M,IND,130,91.11,GEN,North
Ambur,48,HAROON RASHEED BADU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,93,91.11,GEN,North
Ambur,48,GOVINDHAN. A,All India Youth Development Party,85,91.11,GEN,North
Jolarpet,49,VEERAMANI K.C.,AIADMK,78633,91.11,GEN,North
Jolarpet,49,MUNISAMY C,TVK,62550,89.94,GEN,North
Jolarpet,49,KAVITHADHANDAPANI,DMK,61977,89.94,GEN,North
Jolarpet,49,SASIREKHA K,NTK,5974,89.94,GEN,North
Jolarpet,49,NOTA,NOTA,695,89.94,GEN,North
Jolarpet,49,PRIYA K,IND,454,89.94,GEN,North
Jolarpet,49,KALASTHIRI S,All India Uzhavargal Uzhaippalargal Katchi,370,89.94,GEN,North
Jolarpet,49,SENTHAMILSELVAN M,Naadaalum Makkal Katchi,363,89.94,GEN,North
Jolarpet,49,THANGARAJ P,IND,358,89.94,GEN,North
Jolarpet,49,SIVAKUMAR V C,Bahujan Samaj Party,316,89.94,GEN,North
Jolarpet,49,SASI REKA Y,Makkal Arasial Katchi,270,89.94,GEN,North
Jolarpet,49,CHENNA KESAVAN C,IND,216,89.94,GEN,North
Jolarpet,49,KAVITHA C,IND,155,89.94,GEN,North
Jolarpet,49,KRISHNAMOORTHY D,Makkal Nala Kazhagam,149,89.94,GEN,North
Jolarpet,49,KAMATCHI S,IND,128,89.94,GEN,North
Jolarpet,49,SANKAR T.K,Tamizhaga Vaazhvurimai Katchi,104,89.94,GEN,North
Jolarpet,49,CHENRAYAN A,IND,99,89.94,GEN,North
Jolarpet,49,VEERAMANI H,IND,86,89.94,GEN,North
Jolarpet,49,KAVITHA T,IND,76,89.94,GEN,North
Jolarpet,49,MOHANRAJ R,IND,69,89.94,GEN,North
Tiruppattur,50,DR.THIRUPATHI. N,TVK,105098,89.4,GEN,North
Tiruppattur,50,NALLATHAMBI. A,DMK,56835,89.4,GEN,North
Tiruppattur,50,GNANASEKAR. A,AMMK,30003,89.4,GEN,North
Tiruppattur,50,ARUMUGAM. V,NTK,5482,89.4,GEN,North
Tiruppattur,50,RAJESH. S,Tamizhaga Vaazhvurimai Katchi,486,89.4,GEN,North
Tiruppattur,50,NOTA,NOTA,464,89.4,GEN,North
Tiruppattur,50,THIRUPATHI. N,IND,447,89.4,GEN,North
Tiruppattur,50,VENKATESAN. K,IND,408,89.4,GEN,North
Tiruppattur,50,SEKAR. N,All India Youth Development Party,387,89.4,GEN,North
Tiruppattur,50,RAJIV GANDHI. S,Bahujan Samaj Party,361,89.4,GEN,North
Tiruppattur,50,THIRUPATHI. C,IND,355,89.4,GEN,North
Tiruppattur,50,VIJAYAKUMAR. G,Aanaithinthiya Jananayaka Pathukappu Kazhagam,345,89.4,GEN,North
Tiruppattur,50,THIRUPATHI. S,IND,339,89.4,GEN,North
Tiruppattur,50,RAGUJOSEPH. J,IND,308,89.4,GEN,North
Tiruppattur,50,KALASTHIRI. S,All India Uzhavargal Uzhaippalargal Katchi,208,89.4,GEN,North
Tiruppattur,50,GNANASEKARAN. R,IND,206,89.4,GEN,North
Tiruppattur,50,NALLATHAMBI. R,IND,192,89.4,GEN,North
Tiruppattur,50,SANKAR. S,IND,182,89.4,GEN,North
Tiruppattur,50,DR.POOVALAGI. P,IND,139,89.4,GEN,North
Tiruppattur,50,SATHIYAMOORTHY. S,Makkal Nala Kazhagam,136,89.4,GEN,North
Tiruppattur,50,BALABHARATHI. S.V,IND,128,89.4,GEN,North
Tiruppattur,50,GNANASEKARAN. M,IND,127,89.4,GEN,North
Tiruppattur,50,MOHAN RAJ. R,IND,119,89.4,GEN,North
Tiruppattur,50,ANJALI. M,IND,115,89.4,GEN,North
Tiruppattur,50,GOVIND. T.G,IND,55,89.4,GEN,North
Uthangarai,51,N ELAIYARAJA,TVK,70201,87.38,SC,North
Uthangarai,51,T M  TAMILSELVAM,AIADMK,65003,87.38,SC,North
Uthangarai,51,R KUPPUSAMY,INC,60993,87.38,SC,North
Uthangarai,51,MEKALA,NTK,6629,87.38,SC,North
Uthangarai,51,NOTA,NOTA,881,87.38,SC,North
Uthangarai,51,K THAVARAJ,Tamizhaga Vaazhvurimai Katchi,291,87.38,SC,North
Uthangarai,51,MUNIRAJ,IND,257,87.38,SC,North
Uthangarai,51,KUMARAVEL,IND,247,87.38,SC,North
Uthangarai,51,TAMILMANI,IND,241,87.38,SC,North
Uthangarai,51,VIJIYAL,Aanaithinthiya Jananayaka Pathukappu Kazhagam,206,87.38,SC,North
Uthangarai,51,BAKKIYARAJ R,IND,176,87.38,SC,North
Uthangarai,51,A SAMRAJ,IND,155,87.38,SC,North
Uthangarai,51,PALANI R,Thakkam Katchi,135,87.38,SC,North
Uthangarai,51,RAMESHWARI,Bharat Jan Chikitsa Party,115,87.38,SC,North
Bargur,52,E.C. GOVINDARASAN,AIADMK,71240,89.47,GEN,North
Bargur,52,E. MURALIDHARAN,TVK,66999,89.47,GEN,North
Bargur,52,D. MATHIAZHAGAN,DMK,65228,89.47,GEN,North
Bargur,52,KAVINKUMAR. S,NTK,5462,89.47,GEN,North
Bargur,52,D. SIVASANKARAN,Bahujan Samaj Party,708,89.47,GEN,North
Bargur,52,A. SUDHAKAR,Republican Party of India (Athawale),698,89.47,GEN,North
Bargur,52,NOTA,NOTA,631,89.47,GEN,North
Bargur,52,S. ALBERT FRANCIS XAVIER,Tamizhaga Vaazhvurimai Katchi,607,89.47,GEN,North
Bargur,52,MANI. K,All India Youth Development Party,524,89.47,GEN,North
Bargur,52,MATHESH. R,IND,477,89.47,GEN,North
Bargur,52,E.C. GOVINDARAJE,IND,345,89.47,GEN,North
Bargur,52,M. NEDUNCHEZLIAN,Periyar Ambedkar Munnetra Kazhagam (PAMK),274,89.47,GEN,North
Bargur,52,S. SASIKUMAR,IND,255,89.47,GEN,North
Bargur,52,D. GOVINDARAJAN,IND,210,89.47,GEN,North
Bargur,52,K. ANNADURAI,IND,159,89.47,GEN,North
Bargur,52,ANITHA MAYAPERUMAL,IND,143,89.47,GEN,North
Krishnagiri,53,MUKUNDHAN.P,TVK,89374,86.41,GEN,North
Krishnagiri,53,ASHOKKUMAR.K,AIADMK,70530,86.41,GEN,North
Krishnagiri,53,CHELLAKUMAR.A,INC,59597,86.41,GEN,North
Krishnagiri,53,SUGANTHI,NTK,6398,86.41,GEN,North
Krishnagiri,53,NOTA,NOTA,1136,86.41,GEN,North
Krishnagiri,53,SIVAKUMAR.S,Bahujan Samaj Party,608,86.41,GEN,North
Krishnagiri,53,SINGARAVELAN VISWANATHAN,Vishwa Tamil Kazhagam,535,86.41,GEN,North
Krishnagiri,53,MUTHULAKSHMI VEERAPPAN,Tamizhaga Vaazhvurimai Katchi,366,86.41,GEN,North
Krishnagiri,53,MANGAMMAL,Tamilar Makkal Katchi,336,86.41,GEN,North
Krishnagiri,53,SIVAN.C,IND,285,86.41,GEN,North
Krishnagiri,53,SRINIVASAN.K,IND,231,86.41,GEN,North
Krishnagiri,53,VENKATESHRAJA.E,IND,168,86.41,GEN,North
Krishnagiri,53,ADVOCATE.MUTHAIAH.S.,Thakkam Katchi,159,86.41,GEN,North
Krishnagiri,53,KUMARESAN.M,IND,154,86.41,GEN,North
Krishnagiri,53,CHANDRAMOHAN.K.M.,IND,154,86.41,GEN,North
Krishnagiri,53,NANJUNDAN.M,IND,150,86.41,GEN,North
Veppanahalli,54,SRINIVASAN.P.S,DMK,74691,90.53,GEN,North
Veppanahalli,54,MUNUSAMY.K.P,AIADMK,74553,90.53,GEN,North
Veppanahalli,54,SAMPANGI.S.R,TVK,63907,90.53,GEN,North
Veppanahalli,54,NAGARAJ.R,NTK,4519,90.53,GEN,North
Veppanahalli,54,NOTA,NOTA,1570,90.53,GEN,North
Veppanahalli,54,IYAPPAN.L,Tamizhaga Vaazhvurimai Katchi,871,90.53,GEN,North
Veppanahalli,54,VENKATESAN.C,IND,692,90.53,GEN,North
Veppanahalli,54,RAMASAMY.G.C,IND,487,90.53,GEN,North
Veppanahalli,54,MANOHARAN.K.A,IND,345,90.53,GEN,North
Veppanahalli,54,YUVARAJ.K.P.U,IND,265,90.53,GEN,North
Veppanahalli,54,SENTHILKUMAR.R,Tamil Nadu Ilangyar Katchi,215,90.53,GEN,North
Veppanahalli,54,GOVINDARAJ.G.J,IND,185,90.53,GEN,North
Veppanahalli,54,PRAJAPATHI VIJAY.C,Tamilar Makkal Katchi,156,90.53,GEN,North
Veppanahalli,54,ESHWARAN.C,IND,152,90.53,GEN,North
Hosur,55,BALAKRISHNAREDDY. P,AIADMK,109867,81.03,GEN,North
Hosur,55,VENDARKARASAN.S,TVK,82064,81.03,GEN,North
Hosur,55,SATHYA.S.A.,DMK,73773,81.03,GEN,North
Hosur,55,STALIN.R,NTK,7632,81.03,GEN,North
Hosur,55,NOTA,NOTA,1614,81.03,GEN,North
Hosur,55,SURYA. Y,Republican Party of India (Athawale),1175,81.03,GEN,North
Hosur,55,MASOOD.S,IND,292,81.03,GEN,North
Hosur,55,RAJENDRAN.P,IND,271,81.03,GEN,North
Hosur,55,PONNUMANI.R,Tamilar Makkal Katchi,240,81.03,GEN,North
Hosur,55,MARIYA FRANCIS.S,IND,238,81.03,GEN,North
Hosur,55,GANESH.M,IND,190,81.03,GEN,North
Hosur,55,PATTABIRAMA. C,IND,176,81.03,GEN,North
Hosur,55,DEVAPPA.Y,IND,135,81.03,GEN,North
Hosur,55,DR.SHANMUGAM.A.R.,IND,103,81.03,GEN,North
Thalli,56,RAMACHANDRAN. T,CPI,78283,86.57,GEN,North
Thalli,56,DR.NAGESH KUMAR. C,BJP,73043,86.57,GEN,North
Thalli,56,SURESH. G,TVK,45245,86.57,GEN,North
Thalli,56,NARASIMMA REDDY ALIAS NARASIMMAN. R,NTK,4107,86.57,GEN,North
Thalli,56,NOTA,NOTA,1550,86.57,GEN,North
Thalli,56,AJITH. G,Tamizhaga Vaazhvurimai Katchi,1017,86.57,GEN,North
Thalli,56,ASANRAJA. K,IND,701,86.57,GEN,North
Thalli,56,JAGAN. M,IND,622,86.57,GEN,North
Thalli,56,DEVAPPA. Y,IND,506,86.57,GEN,North
Thalli,56,JAYARAM. N,Anna Makkal Katchi,424,86.57,GEN,North
Thalli,56,KUMAR. D.J,IND,380,86.57,GEN,North
Palacodu,57,ANBALAGAN. K.P.,AIADMK,102807,93.83,GEN,North
Palacodu,57,GOPI. R.,TVK,63765,93.83,GEN,North
Palacodu,57,DR. DNV SENTHILKUMAR. S.,DMK,50043,93.83,GEN,North
Palacodu,57,BOOPATHI. R.,NTK,5598,93.83,GEN,North
Palacodu,57,NOTA,NOTA,1292,93.83,GEN,North
Palacodu,57,RAMAN. M.,IND,358,93.83,GEN,North
Palacodu,57,MADHAPPAN. P.,IND,283,93.83,GEN,North
Palacodu,57,PERUMAL MUNUSAMY. M.,IND,223,93.83,GEN,North
Palacodu,57,RAMESH. P.,Naadaalum Makkal Katchi,179,93.83,GEN,North
Palacodu,57,PALANIYAMMAL. M.,Tamilar Makkal Katchi,155,93.83,GEN,North
Palacodu,57,SENTHILKUMAR. G.,IND,145,93.83,GEN,North
Palacodu,57,JAYARAMAN PERUMAL. P.,Tamizhaga Vaazhvurimai Katchi,118,93.83,GEN,North
Palacodu,57,SENTHILKUMAR. K,IND,116,93.83,GEN,North
Palacodu,57,CHINNASAMY. N.,IND,114,93.83,GEN,North
Palacodu,57,KRISHNAN. L.,IND,61,93.83,GEN,North
Pennagaram,58,GAJENDRAN. S.,TVK,81240,92.07,GEN,North
Pennagaram,58,SELVAM. V.,PMK,78075,92.07,GEN,North
Pennagaram,58,G. K. M. TAMILKUMARAN,INC,53901,92.07,GEN,North
Pennagaram,58,PALANIYAMMAL. T.,NTK,7358,92.07,GEN,North
Pennagaram,58,NOTA,NOTA,674,92.07,GEN,North
Pennagaram,58,THAVAMANI. C.,Tamizhaga Vaazhvurimai Katchi,628,92.07,GEN,North
Pennagaram,58,AJITH KUMAR. S.,Bahujan Samaj Party,557,92.07,GEN,North
Pennagaram,58,KANNAN. K.,Tamilar Makkal Katchi,546,92.07,GEN,North
Pennagaram,58,POOMANI. P.,IND,533,92.07,GEN,North
Pennagaram,58,ARUNKUMAR. G.,IND,501,92.07,GEN,North
Pennagaram,58,ANNAMALAI. M.,IND,480,92.07,GEN,North
Pennagaram,58,SAKTHIVEL. M.,IND,480,92.07,GEN,North
Pennagaram,58,GNANASELVAM. S.,IND,463,92.07,GEN,North
Pennagaram,58,THIRUMURUGAN. P.,Naadaalum Makkal Katchi,429,92.07,GEN,North
Pennagaram,58,TAMILARASAN. M.,IND,400,92.07,GEN,North
Pennagaram,58,ELAVARSAN. A.,IND,367,92.07,GEN,North
Pennagaram,58,MANOHARAN. K. A.,IND,364,92.07,GEN,North
Pennagaram,58,VILKRISHNAN. R.,IND,356,92.07,GEN,North
Pennagaram,58,VEERAPPAN. M.,IND,347,92.07,GEN,North
Pennagaram,58,SENDRAYAN. G.,IND,293,92.07,GEN,North
Pennagaram,58,TAMILSELVI. S.,IND,263,92.07,GEN,North
Pennagaram,58,MANIVANNAN. S.,IND,209,92.07,GEN,North
Pennagaram,58,SELVAM. V.,IND,202,92.07,GEN,North
Dharmapuri,59,SOWMIYA ANBUMANI,PMK,93713,91.56,GEN,North
Dharmapuri,59,SIVAN. M.,TVK,72817,91.56,GEN,North
Dharmapuri,59,DR. ELANGOVAN. V.,DMDK,56905,91.56,GEN,North
Dharmapuri,59,SHANTHALAKSHMI. K.,NTK,6758,91.56,GEN,North
Dharmapuri,59,SARAVANAN. A.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1078,91.56,GEN,North
Dharmapuri,59,SARAVANAN. G.,IND,983,91.56,GEN,North
Dharmapuri,59,NOTA,NOTA,941,91.56,GEN,North
Dharmapuri,59,PRASANTH. DBJ.,Tamizhaga Vaazhvurimai Katchi,821,91.56,GEN,North
Dharmapuri,59,THIRUPATHI. M.,IND,763,91.56,GEN,North
Dharmapuri,59,MANIKANDAN. S.,Vishwa Tamil Kazhagam,710,91.56,GEN,North
Dharmapuri,59,NAGARAJAN. D.,IND,619,91.56,GEN,North
Dharmapuri,59,MADHU. P.,Naadaalum Makkal Katchi,505,91.56,GEN,North
Dharmapuri,59,SIVAGAMI. G.,Tamilar Makkal Katchi,382,91.56,GEN,North
Dharmapuri,59,SIVAN. A.,IND,372,91.56,GEN,North
Dharmapuri,59,KUMAR. V.,IND,353,91.56,GEN,North
Dharmapuri,59,ARUMUGAM. MUNI.,IND,215,91.56,GEN,North
Dharmapuri,59,SUNDARAMOORTHY. M.,IND,192,91.56,GEN,North
Dharmapuri,59,PALANI. K.,IND,178,91.56,GEN,North
Dharmapuri,59,SIVAM. R.,IND,166,91.56,GEN,North
Dharmapuri,59,PRABHAKARAN. M.,IND,108,91.56,GEN,North
Pappireddipatti,60,MARAGATHAM VETRIVEL,AIADMK,101829,92.2,GEN,North
Pappireddipatti,60,PALANIAPPAN. P,DMK,68715,92.2,GEN,North
Pappireddipatti,60,THILAGAVATHI. S,TVK,57619,92.2,GEN,North
Pappireddipatti,60,ARCHANA TAMILARUVI,NTK,5216,92.2,GEN,North
Pappireddipatti,60,GANESAN. S,Vishwa Tamil Kazhagam,770,92.2,GEN,North
Pappireddipatti,60,NOTA,NOTA,677,92.2,GEN,North
Pappireddipatti,60,MURUGAN. S,IND,327,92.2,GEN,North
Pappireddipatti,60,PALANIAPPAN. R,IND,315,92.2,GEN,North
Pappireddipatti,60,MOORTHI. P,IND,302,92.2,GEN,North
Pappireddipatti,60,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,243,92.2,GEN,North
Pappireddipatti,60,JAMUNARANI. M,Naadaalum Makkal Katchi,187,92.2,GEN,North
Pappireddipatti,60,TAMILRAJ. K,IND,146,92.2,GEN,North
Pappireddipatti,60,POOVARASU,Tamilar Makkal Katchi,121,92.2,GEN,North
Pappireddipatti,60,CHINNASAMY. P,IND,78,92.2,GEN,North
Pappireddipatti,60,SATHISH. S,IND,76,92.2,GEN,North
Harur,61,SAMPATHKUMAR. V,AIADMK,75523,89.67,SC,North
Harur,61,SHANMUGAM. A,DMK,72194,89.67,SC,North
Harur,61,RAKESH. K,TVK,62756,89.67,SC,North
Harur,61,ANITHA. A,NTK,5245,89.67,SC,North
Harur,61,NOTA,NOTA,782,89.67,SC,North
Harur,61,NEHRU. G,Bahujan Samaj Party,696,89.67,SC,North
Harur,61,MARIKANNU. C,Republican Party of India (Athawale),652,89.67,SC,North
Harur,61,KARUTHAMMAL. S,Naadaalum Makkal Katchi,487,89.67,SC,North
Harur,61,PARTHIPAN. P,IND,445,89.67,SC,North
Harur,61,THANGAVEL. K,IND,441,89.67,SC,North
Harur,61,SAMPATH. C,IND,217,89.67,SC,North
